Filnavn	Branche	Content	IsLinkCoincidence	FileInLink	NytLink	Prefix
Manglet evnen til at handle fornuftsmæssigt.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Vedrørende%20forsætligt%20forvoldte%20skader,%20som%20skyldes%20evnen%20til%20at%20handle%20fornuftsmæssigt.aspx"""	False	Vedrørende%20forsætligt%20forvoldte%20skader,%20som%20skyldes%20evnen%20til%20at%20handle%20fornuftsmæssigt.aspx		
Skade forvoldt af børn.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Vedrørende%20forsætligt%20forvoldte%20skader,%20som%20skyldes%20handicap%20og%20sygdom.aspx"""	False	Vedrørende%20forsætligt%20forvoldte%20skader,%20som%20skyldes%20handicap%20og%20sygdom.aspx		
Uagtsomhedsgrader.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Vedrørende%20forsætligt%20forvoldte%20skader,%20som%20skyldes%20handicap%20og%20sygdom.aspx"""	False	Vedrørende%20forsætligt%20forvoldte%20skader,%20som%20skyldes%20handicap%20og%20sygdom.aspx		
Vedrørende forsætligt forvoldte skader, som skyldes evnen til at handle fornuftsmæssigt.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Vedrørende%20forsætligt%20forvoldte%20skader,%20som%20skyldes%20handicap%20og%20sygdom.aspx"""	False	Vedrørende%20forsætligt%20forvoldte%20skader,%20som%20skyldes%20handicap%20og%20sygdom.aspx		
Manglet evnen til at handle fornuftsmæssigt.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Vedrørende%20forsætligt%20forvoldte%20skader,%20som%20skyldes%20handicap%20og%20sygdom.aspx"""	False	Vedrørende%20forsætligt%20forvoldte%20skader,%20som%20skyldes%20handicap%20og%20sygdom.aspx		
Færdselsskader.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Vedrørende%20færdselsskader.aspx"""	False	Vedrørende%20færdselsskader.aspx		
Glideskader.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Vedrørende%20glideskader.aspx"""	False	Vedrørende%20glideskader.aspx		
Graveskader på ledninger.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Vedrørende%20graveskader.aspx"""	False	Vedrørende%20graveskader.aspx		
Vedrørende grov uagtsomhed.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Vedrørende%20grov%20uagtsomhed%20ved%20brandskader.aspx"""	False	Vedrørende%20grov%20uagtsomhed%20ved%20brandskader.aspx		
Skade forvoldt af børn.aspx	Ansvar	"href=""/Skade/hb/ansvarNY/SitePages/Vedrørende%20grov%20uagtsomhed.aspx"""	False	Vedrørende%20grov%20uagtsomhed.aspx		
